,cX,cY,topoSig
2982,9,12,000000000111111111000000000111110000000000000111000001000000000001111011000000000111111111000000000011100000
2983,4,10,1111000010000000110000001111000000010000
2984,4,10,0000111100001000000011000000111100000001
2985,9,14,011110000000000000111111111000000000111100011000000000000111111000000000111111110000000000000000111000000000110000000000000000
2986,9,14,000000000011110000000000000111111111000000000111100011000000000000111111000000000111111110000000000000000111000000000110000000
2987,9,11,000000000111100001000000000001111111000000000111110111000000000111000000000000000011111100000000000
2988,9,11,000000000111100001000000000001111111000000000111110111000000000111000000000000000011111100000000000
2989,4,10,1000000011000000111000001111000011110000
2990,4,8,00000001000010000000001100001111
2991,5,9,000000000100000110110000000111000000111100000
2992,5,9,000000000100000110110000000111000000111100000
2993,5,9,000001111100000000100000010000000000011100000
2994,5,8,0000011111000000001000000100000000000111
2995,3,7,000111000010000111000
2996,3,6,000111000010000111
2997,4,12,001100001111000011110000100100001111000011110000
2998,4,13,0000001100001111000011110000100100001111000011110000
2999,4,8,00010000100000000011000011110000
3000,4,10,0000100000001100000011100000111100001111
3001,7,13,0000000111100000000000011110000000000000110000000111111100000001000000000000000011110000000
3002,7,12,000000011110000000000001111000000000000011000000011111110000000100000000000000001111
3003,7,8,01111110000000110111100000000000111000000011111010000000
3004,7,8,00000000111111000000011011110000000000011100000001111101
3005,6,10,111011000000100000000000111110000000001111000000111111000000
3006,6,10,000000111011000000100000000000111110000000001111000000111111
3007,4,14,11110000111100001111000000010000101100001111000011110000
3008,6,12,000000000011000000001111000000000111000000000001000000000011000000011111
3009,8,14,0000011100000000111100000000000000000011000000000011111100000000000000010000000001100000000000001111111100000000
3010,8,14,0000000000000111000000001111000000000000000000110000000000111111000000000000000100000000011000000000000011111111
3011,6,12,111110000000011111000000110011000000111111000000111111000000000111000000
3012,6,12,000000111110000000011111000000110011000000111111000000111111000000000111
3013,6,12,111111000000000001000000000111000000001111000000111111000000011100000000
3014,6,12,000000111111000000000001000000000111000000001111000000111111000000011100
3015,6,12,111110000000011111000000000011000000111000000000111111000000110000000000
3016,6,13,000000111110000000011111000000000011000000111000000000111111000000110000000000
3017,6,13,000000000011000000001111000000000111000000000001000000000011000000011111000000
3018,4,14,00001111000011110000111100000001000010110000111100001111
3019,4,14,00010000111100001111000011000000011100001111000011110000
3020,4,14,00000001000011110000111100001100000001110000111100001111
3021,6,9,000000111000000000011100000000110000000000000001000000
3022,6,8,000000111000000000011100000000110000000000000001
3023,9,12,001111111000000000111110000000000000111100000000000000000000111000000000111000001000000000011111100000000000
3024,9,12,000000000001111111000000000111110000000000000111100000000000000000000111000000000111000001000000000011111100
3025,7,10,1111110000000000111110000000111100000000001111100000000001100000000000
3026,7,11,00000001111110000000000111110000000111100000000001111100000000001100000000000
3027,6,11,000000111111000000111100000000110110000000111111000000100000000000
3028,6,12,000000111111000000000001000000000111000000100000000000001111000000000011
3029,7,14,11111110000000100000000000000001111000000011110000000000001111100000001111110000000011111000000000
3030,7,14,00000001111111000000010000000000000000111100000001111000000000000111110000000111111000000001111100
3031,6,12,111111000000000111000000111100000000001111000000100000000000111110000000
3032,6,12,000000111111000000000111000000111100000000001111000000100000000000111110
3033,5,10,00011000001111000000110000000001111000001111100000
3034,5,10,00000000110000011110000001100000000011110000011111
3035,7,14,11100000000000111111100000001111111000000011110110000000011111100000001100000000000011111100000000
3036,7,14,00000001110000000000011111110000000111111100000001111011000000001111110000000110000000000001111110
3037,6,12,111111000000000001000000000111000000100000000000001111000000000011000000
3038,6,10,000000111111000000111100000000110110000000111111000000100000
3039,10,12,011111111000000000000011111111000000000011100000000000000000111100111100000000001111111100000000000011111001110000000000
3040,10,12,000000000001111111100000000000001111111100000000001110000000000000000011110011110000000000111111110000000000001111100111
3041,6,11,000000111110000000000111000000111100000000001111000000100000000000
3042,6,10,000000111110000000000111000000111100000000001111000000100000
3043,9,13,000000000111000000000000000111111100000000000100001110000000000111111000000000000111100000000000000110000000000000000
3044,9,12,000000000111000000000000000111111100000000000100001110000000000111111000000000000111100000000000000110000000
3045,10,14,11110001110000000000111110001100000000001000000000000000000011111100010000000000111111111100000000001100000000000000000000011111110000000000
3046,4,8,00001110000010000000110000001111
3047,7,14,11111000000000111000000000001111111000000011000000000000111111100000001000001000000011110000000000
3048,7,14,00000001111100000000011100000000000111111100000001100000000000011111110000000100000100000001111000
3049,7,11,00000001111111000000011011110000000111100100000001111100000000001111110000000
3050,7,11,00000001111111000000011011110000000111100100000001111100000000001111110000000
3051,10,14,01111100000000000000000000000100000000001100000000000000000011111000000000000000000000011100000000000001000000000000000011111111000000000000
3052,10,14,00000000000111110000000000000000000000010000000000110000000000000000001111100000000000000000000001110000000000000100000000000000001111111100
3053,8,12,111000000000000001110000000000000000011100000000000000110000000011111110000000000011111100000000
3054,8,12,000000001110000000000000011100000000000000000111000000000000001100000000111111100000000000111111
3055,4,9,000011100000100000001100000011110000
3056,6,10,000000110001000000111111000000111100000000111000000000011111
3057,4,11,00000001000000110000111100001111000001110000
3058,4,10,0000000100000011000011110000111100000111
3059,7,14,01111110000000111000000000000000111000000011111000000000111111100000001100000000000011111100000000
3060,7,14,00000000111111000000011100000000000000011100000001111100000000011111110000000110000000000001111110
3061,5,10,00011000001111100000001110000011110000000111100000
3062,5,11,0000000011000001111100000001110000011110000000111100000
3063,8,12,111111110000000011111111000000000011110100000000111001110000000010000000000000001111000000000000
3064,8,12,000000001111111100000000111111110000000000111101000000001110011100000000100000000000000011110000
3065,4,8,00001001000000110000111100001111
3066,6,12,111111000000011111000000110111000000000011000000000001000000111111000000
3067,6,12,000000111111000000011111000000110111000000000011000000000001000000111111
3068,8,10,00000011000000000000111100000000011111110000000011111111000000001101100100000000
3069,8,10,00000000000000110000000000001111000000000111111100000000111111110000000011011001
3070,6,10,111111000000111000000000111100000000101111000000000001000000
3071,6,11,000000111111000000111000000000111100000000101111000000000001000000
3072,10,12,001111111100000000000000011110000000000011110000000000000000111111000000000000001111111111000000000010011110110000000000
3073,10,12,000000000000111111110000000000000001111000000000001111000000000000000011111100000000000000111111111100000000001001111011
3074,4,9,000010010000001100001111000011110000
3075,7,12,000000001111110000000111111100000000000111000000000000010000000110111100000001111100
3076,9,14,000000001000000000000001111000000000111111000000000000111000000000000000000011111000000000101111111000000000111111011000000000
3077,9,14,000000000000000001000000000000001111000000000111111000000000000111000000000000000000011111000000000101111111000000000111111011
3078,6,12,111100000000000111000000100001000000111111000000110000000000111111000000
3079,6,12,000000111100000000000111000000100001000000111111000000110000000000111111
3080,9,12,111111111000000000001110011000000000000000111000000000111000000000000000000000001000000000011100000000000000
3081,9,12,000000000111111111000000000001110011000000000000000111000000000111000000000000000000000001000000000011100000
3082,10,12,110000000000000000001111111001000000000001111111110000000000111011111100000000000000010011000000000011111111110000000000
3083,10,12,000000000011000000000000000000111111100100000000000111111111000000000011101111110000000000000001001100000000001111111111
3084,7,11,00000000000001000000010011110000000000001100000001111111000000000110000000000
3085,8,8,0000000100000000000011000000000011100111000000001011111100000000
3086,4,11,00001111000011110000110000000110000011110000
3087,6,12,000001000000001111000000111111000000000111000000111111000000100011000000
3088,6,12,000000000001000000001111000000111111000000000111000000111111000000100011
3089,5,12,110000000011111000001000000000111110000000011000001111000000
3090,5,12,000001100000000111110000010000000001111100000000110000011110
3091,6,10,000001000000110000000000100000000000000111000000000011000000
3092,6,10,000000000001000000110000000000100000000000000111000000000011
3093,5,14,1110000000011110000011111000001100000000111110000011111000001111000000
3094,5,14,0000011100000000111100000111110000011000000001111100000111110000011110
3095,7,10,0000000000000100000001001111000000000000110000000111111100000000011000
3096,8,8,0000000000000001000000000000110000000000111001110000000010111111
3097,6,8,111101000000100111000000001111000000111111000000
3098,6,8,000000111101000000100111000000001111000000111111
3099,9,14,111111111000000000000000011000000000000001111000000000111111000000000000111000000000000000000011111000000000101111110000000000
3100,9,14,000000000111111111000000000000000011000000000000001111000000000111111000000000000111000000000000000000011111000000000101111110
3101,6,8,100000000000111110000000111111000000001011000000
3102,6,9,000000100000000000111110000000111111000000001011000000
3103,7,13,0000000011111100000001111111000000000001110000000000000100000001101111000000011111000000000
3104,4,10,1111000011010000111100001111000001110000
3105,5,12,000001111000000111110000000011000001111100000001110000001111
3106,5,14,0000100000100000000011111000001100000000111000000011111000001111100000
3107,5,14,0000000001000001000000000111110000011000000001110000000111110000011111
3108,5,12,100000000011111000001101100000111100000011111000001111100000
3109,5,12,000001000000000111110000011011000001111000000111110000011111
3110,6,10,111111000000001100000000111000000000111111000000100001000000
3111,6,11,000000111111000000001100000000111000000000111111000000100001000000
3112,8,14,1110000000000000111111110000000011111111000000000000100100000000111111110000000010000011000000001100000000000000
3113,8,14,0000000011100000000000001111111100000000111111110000000000001001000000001111111100000000100000110000000011000000
3114,5,13,00000111100000011111000000001100000111110000000111000000111100000
3115,4,10,0000111100001101000011110000111100000111
3116,7,10,1111100000000010111110000000000011100000000001110000000011111110000000
3117,7,10,0000000111110000000001011111000000000001110000000000111000000001111111
3118,6,10,000001000000111011000000001111000000111111000000100000000000
3119,6,11,000000000001000000111011000000001111000000111111000000100000000000
3120,8,14,1110000000000000111111110000000011111110000000001100001100000000111110000000000000001111000000000111111100000000
3121,8,14,0000000011100000000000001111111100000000111111100000000011000011000000001111100000000000000011110000000001111111
3122,12,12,111111100000000000000000000001111111000000000000111111111011000000000000100000111111000000000000111011111110000000000000110000001111000000000000
3123,5,10,00000001110000011111000000111100000111010000011111
3124,7,14,00000010000000111111100000001100000000000011111000000000111111100000001000111000000000011110000000
3125,7,14,00000000000001000000011111110000000110000000000001111100000000011111110000000100011100000000001111
3126,11,13,00000000000110011111110000000000011111110000000000000001111101111100000000000100111110010000000000000000000011000000000001111111111100000000000
3127,11,12,000000000001100111111100000000000111111100000000000000011111011111000000000001001111100100000000000000000000110000000000011111111111
3128,5,11,0000011111000000000100000001110000001111000000001100000
3129,5,10,00000111110000000001000000011100000011110000000011
3130,6,9,000000001111000000100111000000111100000000000001000000
3131,6,8,000000001111000000100111000000111100000000000001
3132,5,10,00111000001111100000011110000011101000001111100000
3133,4,10,1111000011110000110000000110000011110000
3134,6,12,011111000000001111000000000001000000000011000000111111000000111000000000
3135,6,12,000000011111000000001111000000000001000000000011000000111111000000111000
3136,7,11,00000001100000000000010000000000000111100000000001111110000000000011000000000
3137,7,10,0000000110000000000001000000000000011110000000000111111000000000001100
3138,9,14,000000111000000000111100000000000000000111111000000000111110000000000000100000000000000000001111111000000000111111101000000000
3139,9,14,000000000000000111000000000111100000000000000000111111000000000111110000000000000100000000000000000001111111000000000111111101
3140,4,11,00000111000011000000000100001111000011110000
3141,4,10,0000011100001100000000010000111100001111
3142,7,12,000000010000000000000111000000000001100111000000000000110000000000000100000001111111
3143,13,14,00011111111000000000000000111111100000000000000000001111011110000000000000000011000000111110000000000000000000000000100000000000000000001111111000000000000010000000001110000000000000
3144,13,14,00000000000000001111111100000000000000011111110000000000000000000111101111000000000000000001100000011111000000000000000000000000010000000000000000000111111100000000000001000000000111
3145,4,9,000011000000111100001110000001110000
3146,4,8,00001100000011110000111000000111
3147,8,13,00000000111110000000000011111110000000001000111100000000111000000000000011000000000000001111110000000000
3148,8,12,000000001111100000000000111111100000000010001111000000001110000000000000110000000000000011111100
3149,6,8,011111000000111000000000000001000000001100000000
3150,6,8,000000011111000000111000000000000001000000001100
3151,7,12,100000000000001110000000000011001110000000000001100000000000001000000011111110000000
3152,9,12,000000000001111111000000000111100000000000000111110000000000000000000111000000000000000001000000000100111100
3153,8,14,1111111000000000111110000000000000011111000000001100000000000000100011110000000000000011000000001111111100000000
3154,8,14,0000000011111110000000001111100000000000000111110000000011000000000000001000111100000000000000110000000011111111
3155,6,10,111110000000111111000000110111000000111100000000011111000000
3156,6,11,000000111110000000111111000000110111000000111100000000011111000000
3157,5,10,11111000001000000000110000000000001000001110000000
3158,5,10,00000111110000010000000001100000000000010000011100
3159,8,12,111111010000000000001111000000001111111100000000100111110000000000000111000000000011111100000000
3160,8,13,00000000111111010000000000001111000000001111111100000000100111110000000000000111000000000011111100000000
3161,5,11,0000011111000000001100000001110000011110000001000000000
3162,8,14,0000000000000001000000000000111100000000111110000000000000011100000000001000000000000000111111110000000000111111
3163,7,12,000000100000000001111000000011110000000000001110000000001111111000000001111110000000
3164,7,12,000000000000010000000000111100000001111000000000000111000000000111111100000000111111
3165,6,8,111100000000001110000000000111000000011111000000
3166,6,8,000000111100000000001110000000000111000000011111
3167,5,8,1110000000011100000000111000001111100000
3168,5,8,0000011100000000111000000001110000011111
3169,7,12,000000100000001111111000000011111000000000111011100000000111111000000011000000000000
3170,7,12,000000000000010000000111111100000001111100000000011101110000000011111100000001100000
3171,8,12,001111110000000011111111000000001111111100000000100100010000000000000011000000001111100000000000
3172,5,10,00000111110000000011000000011100000111100000010000
3173,7,12,011110000000000000001000000000011110000000110000000000001111000000000011111110000000
3174,7,12,000000001111000000000000000100000000001111000000011000000000000111100000000001111111
3175,9,12,000000111000000000111111111000000000111111111000000000011110010000000000111100000000000000110111111000000000
3176,9,12,000000000000000111000000000111111111000000000111111111000000000011110010000000000111100000000000000110111111
3177,5,11,0000000001000001100000000000110000011111000000111100000
3178,5,10,00000000010000011000000000001100000111110000001111
3179,9,12,001111111000000000111100000000000000111110000000000000000000111000000000000000001000000000100111100000000000
3180,5,11,0000000011000001111100000111100000001111000000011100000
3181,6,11,000000111111000000000111000000000011000000000001000000010000000000
3182,6,10,000000111111000000000111000000000011000000000001000000010000
3183,7,14,01111110000000000001100000001111110000000011110000000000111111100000001110000000000000111110000000
3184,7,14,00000000111111000000000000110000000111111000000001111000000000011111110000000111000000000000011111
3185,10,12,101111000000000000001111111111000000000011110000000000000000111111110000000000001111111110000000000000011001110000000000
3186,10,12,000000000010111100000000000000111111111100000000001111000000000000000011111111000000000000111111111000000000000001100111
3187,7,9,000000000001010000000111000000000000011111000000001111110000000
3188,7,8,00000000000101000000011100000000000001111100000000111111
3189,5,11,0000000011000001111100000111100000001111000000011100000
3190,8,12,000000001111111100000000000001110000000011101111000000001100001100000000111111110000000001111110
3191,6,8,000001000000010111000000111111000000111100000000
3192,6,8,000000000001000000010111000000111111000000111100
3193,8,12,000011110000000000111111000000000001111000000000000001110000000011111100000000001000000000000000
3194,8,13,00000000000011110000000000111111000000000001111000000000000001110000000011111100000000001000000000000000
3195,7,12,100000100000001111111000000011100000000000111111100000000000011000000000110000000000
3196,7,12,000000010000010000000111111100000001110000000000011111110000000000001100000000011000
3197,10,14,00000000110000000000011000000000000000000000001111000000000000000001110000000000111100000100000000000011111111000000000011111000000000000000
3198,10,14,00000000000000000011000000000001100000000000000000000000111100000000000000000111000000000011110000010000000000001111111100000000001111100000
3199,7,14,11100000000000000000100000000000011000000000001110000000111111100000000111111000000011000000000000
3200,8,12,000000000011111100000000111111110000000011111111000000001001000100000000000000110000000011111000
3201,9,12,110000000000000000111111111000000000100111101000000000111110111000000000111111111000000000111100000000000000
3202,9,12,000000000110000000000000000111111111000000000100111101000000000111110111000000000111111111000000000111100000
3203,9,10,001111100000000000111110000000000000011011111000000000000000111000000000000000001000000000
3204,9,10,000000000001111100000000000111110000000000000011011111000000000000000111000000000000000001
3205,7,14,00001110000000011000000000001111100000000011111100000000111111100000001100000000000011111110000000
3206,7,14,00000000000111000000001100000000000111110000000001111110000000011111110000000110000000000001111111
3207,11,12,100000000000000000000011111111110000000000000011110111100000000000111101111110000000000011111111011000000000001110000000000000000000
3208,11,12,000000000001000000000000000000000111111111100000000000000111101111000000000001111011111100000000000111111110110000000000011100000000
3209,12,12,000000000000111111100000000000000000000001111111000000000000111111111011000000000000100000111111000000000000111011111110000000000000110000001111
3210,7,14,00000001110000000000000000010000000000001100000000000111000000011111110000000011111100000001100000
3211,5,13,00000110000000011100000001000000000111110000011111000000000100000
3212,5,12,000001100000000111000000010000000001111100000111110000000001
3213,5,7,00000100000000000010000001100000000
3214,5,7,00000100000000000010000001100000000
3215,6,8,000001000000010000000000000111000000000011000000
3216,6,8,000000000001000000010000000000000111000000000011
3217,8,13,00000000111111110000000000000111000000001110111100000000110000110000000011111111000000000111111000000000
3218,4,10,0011000010010000111100001111000011110000
3219,6,10,000000111111000000001111000000011011000000111110000000111111
3220,8,12,111000110000000010000000000000001111111000000000000001110000000000111111000000000000111100000000
3221,8,13,00000000111000110000000010000000000000001111111000000000000001110000000000111111000000000000111100000000
3222,4,10,1111000011110000100000001110000011000000
3223,4,11,00001111000011110000100000001110000011000000
3224,5,14,1111000000000110000011111000000111100000110000000011111000001111100000
3225,5,14,0000011110000000001100000111110000001111000001100000000111110000011111
3226,3,10,111000011000001000111000111000
3227,3,11,000111000011000001000111000111000
3228,6,10,111111000000001111000000011011000000111110000000111111000000
3229,4,10,0000001100001001000011110000111100001111
3230,4,12,111100000001000010000000110000001111000011110000
3231,4,12,000011110000000100001000000011000000111100001111
3232,5,11,0000010000000001100000000000010000011111000001110000000
3233,5,10,00000100000000011000000000000100000111110000011100
3234,6,12,000011000000110000000000111001000000111111000000011111000000001111000000
3235,6,12,000000000011000000110000000000111001000000111111000000011111000000001111
3236,4,9,000000010000111100001100000010000000
3237,4,8,00000001000011110000110000001000
3238,6,12,000000111100000000111111000000110111000000111111000000000001000000011111
3239,3,6,011000001000111000
3240,3,6,000011000001000111
3241,8,12,111110000000000001100000000000001100000000000000000011110000000000000011000000001111111000000000
3242,8,12,000000001111100000000000011000000000000011000000000000000000111100000000000000110000000011111110
3243,6,12,000111000000111100000000011111000000001111000000111111000000000001000000
3244,6,12,000000000111000000111100000000011111000000001111000000111111000000000001
3245,5,14,1111100000011110000011111000001111000000110000000000011000001111100000
3246,5,14,0000011111000000111100000111110000011110000001100000000000110000011111
3247,6,12,111100000000111111000000110111000000111111000000000001000000011111000000
3248,6,12,011111000000111111000000000011000000110000000000000111000000000001000000
3249,5,10,00001000000011100000111000000010000000001111100000
3250,5,10,00000000010000000111000001110000000100000000011111
3251,7,11,00000001100000000000011111000000000100111000000000000111000000011111110000000
3252,7,11,00000001100000000000011111000000000100111000000000000111000000011111110000000
3253,8,11,0000000011000000000000001111100000000000100111000000000000001111000000001111111000000000
3254,8,11,0000000011000000000000001111100000000000100111000000000000001111000000001111111000000000
3255,9,14,111111111000000000111100000000000000000000011000000000000000110000000000011111111000000000111000000000000000110001111000000000
3256,9,14,000000000111111111000000000111100000000000000000000011000000000000000110000000000011111111000000000111000000000000000110001111
3257,8,12,000000001111110000000000111111110000000000000111000000001110000100000000001111110000000001110000
3258,6,9,000000100000000000111000000000110000000000111101000000
3259,6,8,000000100000000000111000000000110000000000111101
3260,5,9,000000001100000111100000010111000001111100000
3261,5,8,0000000011000001111000000101110000011111
3262,6,11,000000111111000000111000000000000011000000011111000000110001000000
3263,6,10,000000111111000000111000000000000011000000011111000000110001
3264,5,8,0000100000101110000000011000000011100000
3265,5,9,000000000100000101110000000011000000011100000
3266,8,12,111111000000000011111111000000000000011100000000111000010000000000111111000000000111000000000000
3267,4,9,000000010000001100000111000011110000
3268,5,9,000001000000000000110000011000000001111000000
3269,5,8,0000010000000000001100000110000000011110
3270,7,11,00000000000001000000001100000000000110000000000000000011000000000001110000000
3271,7,11,00000000000001000000001100000000000110000000000000000011000000000001110000000
3272,5,8,1000100000000110000011111000000011100000
3273,5,9,000001000100000000110000011111000000011100000
3274,5,11,0000000001000001100000000111110000001111000001110000000
3275,5,10,00000000010000011000000001111100000011110000011100
3276,4,9,000011000000000100000111000011110000
3277,6,12,000000011111000000111111000000000011000000110000000000000111000000000001
3278,6,12,111111000000111000000000000011000000011111000000110001000000111111000000
3279,6,12,000000111111000000111000000000000011000000011111000000110001000000111111
3280,6,12,111000000000111110000000110000000000111100000000111111000000100000000000
3281,6,12,000000111000000000111110000000110000000000111100000000111111000000100000
3282,5,8,1000000000110000000000011000001111000000
3283,5,9,000001000000000110000000000011000001111000000
3284,8,12,000000010000000011111111000000001110000000000000111110000000000010001111000000000011110000000000
3285,8,12,000000000000000100000000111111110000000011100000000000001111100000000000100011110000000000111100
3286,7,11,00000000000001000000011101110000000111111100000001100011000000001111110000000
3287,4,9,000011000000000100000111000011110000
3288,6,12,000001000000111111000000111000000000001111000000111100000000011111000000
3289,6,12,000000000001000000111111000000111000000000001111000000111100000000011111
3290,6,12,111111000000000001000000100011000000000111000000111111000000110000000000
3291,6,12,000000111111000000000001000000100011000000000111000000111111000000110000
3292,5,12,111110000001110000001111100000111000000011111000001100000000
3293,5,13,00000111110000001110000001111100000111000000011111000001100000000
3294,4,8,00010000001100000111000011110000
3295,5,11,0000011000000001111100000111000000010000000001111000000
3296,5,14,0000011111000001000000000000010000000011000001111100000001100000011111
3297,6,12,100000000000000001000000111111000000110011000000111111000000111000000000
3298,6,12,000000100000000000000001000000111111000000110011000000111111000000111000
3299,10,14,00011111110000000000000011100000000000001111111110000000000011111000000000000000000000001100000000001011111111000000000000000011110000000000
3300,10,14,00000000000001111111000000000000001110000000000000111111111000000000001111100000000000000000000000110000000000101111111100000000000000001111
3301,5,9,000001001100000111110000011000000000000100000
3302,5,8,0000010011000001111100000110000000000001
3303,8,10,11100011000000000000111100000000100001110000000000000001000000000011111100000000
3304,8,11,0000000011100011000000000000111100000000100001110000000000000001000000000011111100000000
3305,5,14,1111100000100000000000001000000001100000111110000000110000001111100000
3306,5,10,00000110000000011111000001110000000100000000011110
3307,8,10,11000000000000000111111100000000000111110000000000001110000000000000010000000000
3308,8,11,0000000011000000000000000111111100000000000111110000000000001110000000000000010000000000
3309,4,9,000000110000111000000111000011110000
3310,4,8,00000011000011100000011100001111
3311,6,9,000000011000000000111111000000000010000000110000000000
3312,6,8,000000011000000000111111000000000010000000110000
3313,7,12,100000100000000001111000000011111000000000111111100000001111000000000000111110000000
3314,9,12,000000000111111110000000000000000111000000000111111111000000000110000011000000000011101111000000000111000000
3315,8,11,0000000000001111000000001111101100000000100000000000000000000001000000001101111100000000
3316,8,10,00000000000011110000000011111011000000001000000000000000000000010000000011011111
3317,2,9,001100110001001100
3318,2,8,0011001100010011
3319,5,12,001110000010000000001110000000111110000011111000000000100000
3320,5,12,000000011100000100000000011100000001111100000111110000000001
3321,3,5,000011000001000
3322,3,5,000011000001000
3323,9,12,111111110000000000000000111000000000111111111000000000110000011000000000011101111000000000111000000000000000
3324,7,12,000000010000010000000000111100000001111100000000011111110000000111100000000000011111
3325,6,10,111110000000110000000000000111000000000011000000100000000000
3326,6,11,000000111110000000110000000000000111000000000011000000100000000000
3327,7,13,0000000001111100000000001111000000011110110000000100000100000001111111000000011111110000000
3328,7,12,000000000111110000000000111100000001111011000000010000010000000111111100000001111111
3329,6,11,000000011111000000000111000000000011000000110000000000000001000000
3330,6,10,000000011111000000000111000000000011000000110000000000000001
3331,5,12,111110000011110000001110000000110000000001111000001111100000
3332,5,12,000001111100000111100000011100000001100000000011110000011111
3333,4,10,1111000011110000001100000001000001110000
3334,5,10,00000111100000010000000001110000000111110000000111
3335,7,10,0000011000000000000010000000011111100000000011111000000011101110000000
3336,7,11,00000000000011000000000000010000000011111100000000011111000000011101110000000
3337,5,8,1111000000000110000010000000000011100000
3338,5,8,0000011110000000001100000100000000000111
3339,6,10,111110000000001111000000011111000000111100000000110111000000
3340,6,10,000000111110000000001111000000011111000000111100000000110111
3341,5,14,1100000000111110000000011000001111000000111110000011111000000111100000
3342,5,14,0000011000000001111100000000110000011110000001111100000111110000001111
3343,5,11,0000011110000001000000000111000000011111000000011100000
3344,4,10,0000111100001111000000110000000100000111
3345,8,13,00000000111111110000000011111100000000001000011100000000111100000000000000111110000000000001111100000000
3346,8,12,000000001111111100000000111111000000000010000111000000001111000000000000001111100000000000011111
3347,5,9,000001000000000000110000000111000001111000000
3348,5,8,0000010000000000001100000001110000011110
3349,7,12,111110000000001111000000000010011110000000110000100000001111111000000011111000000000
3350,7,12,000000011111000000000111100000000001001111000000011000010000000111111100000001111100
3351,7,10,0000001000000011101110000000111111100000001100011000000001111110000000
3352,9,10,000000000110000000000000000000001100000000000000011111000000000100000001000000000000111000
3353,9,14,110000000000000000111111000000000000111111110000000000000001111000000000111100000000000000100000000000000000111000011000000000
3354,9,14,000000000110000000000000000111111000000000000111111110000000000000001111000000000111100000000000000100000000000000000111000011
3355,4,9,000000010000110000001000000011110000
3356,4,8,00000001000011000000100000001111
3357,7,10,1011111000000011100000000000111110000000000000111000000011111100000000
3358,7,10,0000000101111100000001110000000000011111000000000000011100000001111110
3359,5,10,11100000001100000000011110000011111000001111000000
3360,5,10,00000111000000011000000000111100000111110000011110
3361,9,10,110000000000000000000001100000000000000011111000000000100000001000000000000111000000000000
3362,8,14,0000000100000000000011110000000011111000000000000001110000000000100000000000000011111111000000000011111100000000
3363,5,10,00001000001111100000111000000010000000001100000000
3364,5,10,00000000010000011111000001110000000100000000011000
3365,6,14,111000000000000011000000111111000000001111000000011111000000000001000000111111000000
3366,6,14,000000111000000000000011000000111111000000001111000000011111000000000001000000111111
3367,7,13,0000000111111100000001100000000000011110010000000111000000000000111100000000011111110000000
3368,7,12,000000011111110000000110000000000001111001000000011100000000000011110000000001111111
3369,9,14,111000111000000000000001111000000000000000001000000000000011111000000000011111111000000000110000011000000000111111111000000000
3370,9,14,000000000111000111000000000000001111000000000000000001000000000000011111000000000011111111000000000110000011000000000111111111
3371,5,12,110000000000011000001111100000100000000011111000001111000000
3372,6,12,000000000111000000111111000000111100000000001111000000000001000000100000
3373,7,12,000000100000001110000000000000111110000000111110000000001111000000000001111110000000
3374,7,12,000000000000010000000111000000000000011111000000011111000000000111100000000000111111
3375,8,14,0001110000000000100000000000000000000001000000000000111100000000000001110000000011000000000000001111111100000000
3376,8,14,0000000000011100000000001000000000000000000000010000000000001111000000000000011100000000110000000000000011111111
3377,9,14,000001111000000000011111111000000000111100011000000000111111000000000000110000000000000000000000001000000000000111111000000000
3378,9,14,000000000000001111000000000011111111000000000111100011000000000111111000000000000110000000000000000000000001000000000000111111
3379,6,12,111100000000110000000000111111000000011111000000111000000000000001000000
3380,6,12,000000111100000000110000000000111111000000011111000000111000000000000001
3381,6,12,000111000000111111000000111100000000001111000000000001000000100000000000
3382,5,13,00000110000000000011000001111100000100000000011111000001111000000
3383,9,14,000000001000000000000011111000000000011111111000000000111000111000000000111110000000000000110000000000000000000000011000000000
3384,9,14,000000000000000001000000000000011111000000000011111111000000000111000111000000000111110000000000000110000000000000000000000011
3385,9,14,111111011000000000001111111000000000111000000000000000111100000000000000000001111000000000011111111000000000111111110000000000
3386,9,14,000000000111111011000000000001111111000000000111000000000000000111100000000000000000001111000000000011111111000000000111111110
3387,5,10,01111000001100000000000110000011111000001111000000
3388,5,10,00000011110000011000000000001100000111110000011110
3389,7,12,000111100000001111111000000011110000000000110000000000000000110000000001111000000000
3390,7,13,0000000000111100000001111111000000011110000000000110000000000000000110000000001111000000000
3391,7,12,000000011100000000000001111100000001111000000000011111100000000111111100000000111100
3392,8,12,111100000000000011000011000000001111111000000000111110000000000010000000000000000001111100000000
3393,8,12,000000001111000000000000110000110000000011111110000000001111100000000000100000000000000000011111
3394,6,10,000001000000111100000000110000000000100000000000111000000000
3395,6,10,000000000001000000111100000000110000000000100000000000111000
3396,5,10,10000000001111000000111110000011011000001111100000
3397,5,11,0000010000000001111000000111110000011011000001111100000
3398,6,14,111111000000000001000000111000000000001111000000011111000000111111000000000011000000
3399,6,14,000000111111000000000001000000111000000000001111000000011111000000111111000000000011
3400,7,12,111000000000000011111000000011110000000000111111000000001111111000000001111000000000
3401,5,10,01111000001100000000000010000000011000001111100000
3402,9,14,111111000000000000111111110000000000111110000000000000000111111000000000011111100000000000000011111000000000110000000000000000
3403,9,14,000000000111111000000000000111111110000000000111110000000000000000111111000000000011111100000000000000011111000000000110000000
3404,4,7,0000110000000001000010000000
